filename	size
wgEncodeAwgTfbsHaibT47dEralphaaV0416102Est10nm1hUniPk.narrowPeak	10505
wgEncodeAwgTfbsHaibT47dFoxa1sc6553V0416102Dm002p1hUniPk.narrowPeak	41555
wgEncodeAwgTfbsHaibT47dGata3sc268V0416102Dm002p1hUniPk.narrowPeak	37199
wgEncodeAwgTfbsHaibT47dP300V0416102Dm002p1hUniPk.narrowPeak	13973
wgEncodeAwgTfbsHaibU87NrsfPcr2xUniPk.narrowPeak	11746
wgEncodeAwgTfbsHaibU87Pol24h8V0416101UniPk.narrowPeak	22873
wgEncodeAwgTfbsSydhA549Bhlhe40IggrabUniPk.narrowPeak	3123
wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk.narrowPeak	38845
wgEncodeAwgTfbsSydhA549MaxIggrabUniPk.narrowPeak	9881
wgEncodeAwgTfbsSydhA549Pol2s2IggrabUniPk.narrowPeak	3454
wgEncodeAwgTfbsSydhA549Rad21IggrabUniPk.narrowPeak	24465
wgEncodeAwgTfbsSydhGm08714Znf274UcdUniPk.narrowPeak	667
wgEncodeAwgTfbsSydhGm10847NfkbTnfaIggrabUniPk.narrowPeak	9262
wgEncodeAwgTfbsSydhGm10847Pol2IggmusUniPk.narrowPeak	9683
wgEncodeAwgTfbsSydhGm12878Bhlhe40cIggmusUniPk.narrowPeak	13986
wgEncodeAwgTfbsSydhGm12878Brca1a300IggmusUniPk.narrowPeak	551
wgEncodeAwgTfbsSydhGm12878CfosUniPk.narrowPeak	2239
wgEncodeAwgTfbsSydhGm12878Chd1a301218aIggmusUniPk.narrowPeak	6668
wgEncodeAwgTfbsSydhGm12878Chd2ab68301IggmusUniPk.narrowPeak	15597
wgEncodeAwgTfbsSydhGm12878Corestsc30189IggmusUniPk.narrowPeak	1397
wgEncodeAwgTfbsSydhGm12878Ctcfsc15914c20UniPk.narrowPeak	55551
wgEncodeAwgTfbsSydhGm12878E2f4IggmusUniPk.narrowPeak	3440
wgEncodeAwgTfbsSydhGm12878Ebf1sc137065UniPk.narrowPeak	33410
wgEncodeAwgTfbsSydhGm12878Elk112771IggmusUniPk.narrowPeak	5584
wgEncodeAwgTfbsSydhGm12878Ikzf1iknuclaUniPk.narrowPeak	9047
wgEncodeAwgTfbsSydhGm12878JundUniPk.narrowPeak	2472
wgEncodeAwgTfbsSydhGm12878MaxIggmusUniPk.narrowPeak	12542
wgEncodeAwgTfbsSydhGm12878Mazab85725IggmusUniPk.narrowPeak	18952
wgEncodeAwgTfbsSydhGm12878Mxi1IggmusUniPk.narrowPeak	17735
wgEncodeAwgTfbsSydhGm12878Nfe2sc22827UniPk.narrowPeak	772
wgEncodeAwgTfbsSydhGm12878NfkbTnfaIggrabUniPk.narrowPeak	17036
wgEncodeAwgTfbsSydhGm12878NfyaIggmusUniPk.narrowPeak	1841
